IT_NO ID REVENUES OPERATING_COSTS LABOUR_COSTS TOTAL_INTEREST_PAYMENTS EBIT NET_EARNINGS
3061 3 1203.471141 887.562035 867.384579 20.177456 336.086563 315.909107
3061 6 1502.240235 446.878631 437.167338 9.711293 1065.072897 1055.361605
3061 5 1501.192606 748.647252 743.472496 5.174757 757.720111 752.545354
3061 4 1201.979178 489.796033 484.005204 5.790830 717.973975 712.183145
3061 1 1202.198917 334.355296 323.937476 10.417820 878.261440 867.843620
3121 1 606.610064 574.124199 565.997172 8.127028 40.612893 32.485865
3121 2 905.443649 503.338569 488.043787 15.294782 417.399862 402.105080
3121 6 908.891199 806.017898 798.442038 7.575860 110.449161 102.873301
3121 3 1208.953947 412.368470 396.627869 15.740600 812.326078 796.585478
3121 4 907.589845 391.378474 386.860999 4.517474 520.728846 516.211371
3121 5 907.310086 766.349510 762.312640 4.036870 144.997446 140.960576
3181 1 1831.883961 629.948390 622.477729 7.470662 1209.406232 1201.935570
3181 3 914.533579 546.765297 532.295960 14.469337 382.237619 367.768281
3181 2 2139.554431 590.263355 576.203830 14.059525 1563.350601 1549.291076
3181 5 2739.172601 696.758843 693.048003 3.710839 2046.124598 2042.413759
3181 4 1221.888955 720.044849 715.892221 4.152628 505.996734 501.844106
3181 6 303.091443 399.466874 392.502866 6.964008 -89.411423 -96.375431
3241 6 2776.053874 561.962508 554.104197 7.858312 2221.949677 2214.091366
3241 5 2162.409198 615.541758 612.275657 3.266101 1550.133541 1546.867440
3241 2 1857.194416 811.166822 798.792310 12.374513 1058.402106 1046.027594
3241 3 2778.315372 846.325213 833.590003 12.735210 1944.725369 1931.990159
3241 1 928.213153 394.653651 388.078336 6.575315 540.134817 533.559502
3241 4 1544.188231 569.118759 565.463816 3.654942 978.724414 975.069472
3301 3 940.672102 626.623797 612.390992 14.232806 328.281110 314.048304
3301 2 2499.618958 578.186987 564.357295 13.829692 1935.261663 1921.431971
3301 5 2202.213494 748.569086 744.918908 3.650178 1457.294586 1453.644408
3301 6 1574.102313 763.749307 754.966898 8.782409 819.135415 810.353006
3301 4 1570.061950 642.833517 638.748773 4.084745 931.313177 927.228432
3301 1 2208.044300 546.800996 539.452458 7.348538 1668.591842 1661.243304
3361 6 2239.922266 589.553099 578.259083 11.294016 1661.663183 1650.369167
3361 2 2232.601213 713.537585 695.752856 17.784729 1536.848358 1519.063628
3361 5 959.104909 369.276521 364.582459 4.694062 594.522450 589.828389
3361 3 2562.015136 545.380293 527.077168 18.303126 2034.937969 2016.634843
3361 1 640.093148 572.424497 562.974413 9.450085 77.118735 67.668651
3361 4 1602.762420 459.213977 453.961071 5.252906 1148.801349 1143.548443
3421 3 1301.737776 593.475744 572.622236 20.853508 729.115539 708.262031
3421 2 975.634069 971.693876 951.430999 20.262877 24.203071 3.940193
3421 6 978.804179 523.049586 510.181847 12.867740 468.622333 455.754593
3421 1 974.206781 749.748573 738.981701 10.766872 235.225080 224.458208
3421 4 1950.731037 506.617287 500.632434 5.984853 1450.098604 1444.113750
3421 5 650.045721 717.345721 711.997582 5.348138 -61.951861 -67.299999
3481 1 1969.433500 677.458315 668.982235 8.476080 1300.451265 1291.975185
3481 5 655.918202 594.444905 588.678314 5.766592 67.239889 61.473297
3481 2 657.568624 432.487795 416.536109 15.951686 241.032515 225.080829
3481 6 655.128297 644.327366 634.197406 10.129960 20.930891 10.800931
3481 4 983.810965 938.762166 934.050668 4.711498 49.760298 45.048800
3481 3 1315.436447 584.420437 568.003785 16.416652 747.432662 731.016010
3541 2 2322.775519 824.425459 808.065084 16.360375 1514.710436 1498.350061
3541 3 993.407732 735.117328 718.280074 16.837254 275.127658 258.290404
3541 4 995.386412 697.323204 692.490996 4.832208 302.895416 298.063208
3541 1 991.138579 842.411184 833.717944 8.693240 157.420636 148.727395
3541 6 1648.948008 626.058129 615.668635 10.389494 1033.279373 1022.889878
3541 5 1988.674318 440.245657 434.331323 5.914334 1554.342995 1548.428661
